shortname;fullname;category_path;startdate;templatecourse;enrolment_1;enrolment_1_role
03-ACS-L-A2-S2-PCom-CA;03-ACS-L-A2-S2: Protocoale de comunicaţii (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CA;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PCom-CB;03-ACS-L-A2-S2: Protocoale de comunicaţii (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CB;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PCom-CC;03-ACS-L-A2-S2: Protocoale de comunicaţii (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CC;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PCom-CD;03-ACS-L-A2-S2: Protocoale de comunicaţii (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CD;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PP-CA;03-ACS-L-A2-S2: Paradigme de programare (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CA;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PP-CB;03-ACS-L-A2-S2: Paradigme de programare (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CB;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PP-CC;03-ACS-L-A2-S2: Paradigme de programare (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CC;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PP-CD;03-ACS-L-A2-S2: Paradigme de programare (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CD;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-PA-AA;03-ACS-L-A1-S2: Proiectarea algoritmilor (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AA;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-PA-AB;03-ACS-L-A1-S2: Proiectarea algoritmilor (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AB;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-PA-AC;03-ACS-L-A1-S2: Proiectarea algoritmilor (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AC;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PA-CA;03-ACS-L-A2-S2: Proiectarea algoritmilor (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CA;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PA-CB;03-ACS-L-A2-S2: Proiectarea algoritmilor (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CB;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PA-CC;03-ACS-L-A2-S2: Proiectarea algoritmilor (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CC;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-PA-CD;03-ACS-L-A2-S2: Proiectarea algoritmilor (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria CD;2022-02-28;CS2;manual;student
03-ACS-L-A2-S1-TS-CA;03-ACS-L-A2-S1: Teoria sistemelor (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-TS-CB;03-ACS-L-A2-S1: Teoria sistemelor (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-TS-CC;03-ACS-L-A2-S1: Teoria sistemelor (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-TS-CD;03-ACS-L-A2-S1: Teoria sistemelor (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CD;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-IOCLA-CA;03-ACS-L-A2-S1: Introducere în organizarea calculatoarelor şi limbaj de asamblare (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-IOCLA-CB;03-ACS-L-A2-S1: Introducere în organizarea calculatoarelor şi limbaj de asamblare (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-IOCLA-CC;03-ACS-L-A2-S1: Introducere în organizarea calculatoarelor şi limbaj de asamblare (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-IOCLA-CD;03-ACS-L-A2-S1: Introducere în organizarea calculatoarelor şi limbaj de asamblare (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CD;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-EEA-CA;03-ACS-L-A2-S1: Elemente de electronică analogică (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-EEA-CB;03-ACS-L-A2-S1: Elemente de electronică analogică (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-EEA-CC;03-ACS-L-A2-S1: Elemente de electronică analogică (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-EEA-CD;03-ACS-L-A2-S1: Elemente de electronică analogică (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CD;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-POO-AA;03-ACS-L-A2-S1: Programare orientată pe obiecte (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AA;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-POO-AB;03-ACS-L-A2-S1: Programare orientată pe obiecte (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AB;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-POO-AC;03-ACS-L-A2-S1: Programare orientată pe obiecte (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AC;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-POO-CA;03-ACS-L-A2-S1: Programare orientată pe obiecte (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-POO-CB;03-ACS-L-A2-S1: Programare orientată pe obiecte (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-POO-CC;03-ACS-L-A2-S1: Programare orientată pe obiecte (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-POO-CD;03-ACS-L-A2-S1: Programare orientată pe obiecte (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CD;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-AA-CA;03-ACS-L-A2-S1: Analiza algoritmilor (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-AA-CB;03-ACS-L-A2-S1: Analiza algoritmilor (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-AA-CC;03-ACS-L-A2-S1: Analiza algoritmilor (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-AA-CD;03-ACS-L-A2-S1: Analiza algoritmilor (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria CD;2021-10-04;CS1;manual;student
03-ACS-L-A3-S2-TD-AA;03-ACS-L-A3-S2: Transmisii de date (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AA;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-TD-AB;03-ACS-L-A3-S2: Transmisii de date (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AB;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-TD-AC;03-ACS-L-A3-S2: Transmisii de date (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AC;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-IRA-AA;03-ACS-L-A3-S2: Ingineria reglării automate (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AA;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-IRA-AB;03-ACS-L-A3-S2: Ingineria reglării automate (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AB;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-IRA-AC;03-ACS-L-A3-S2: Ingineria reglării automate (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AC;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-SM-AA;03-ACS-L-A3-S2: Sisteme cu microprocesoare (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AA;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-SM-AB;03-ACS-L-A3-S2: Sisteme cu microprocesoare (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AB;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-SM-AC;03-ACS-L-A3-S2: Sisteme cu microprocesoare (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Seria AC;2022-02-28;CS2;manual;student
03-ACS-L-A3-S1-BD-AA;03-ACS-L-A3-S1: Baze de date (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AA;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-BD-AB;03-ACS-L-A3-S1: Baze de date (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AB;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-BD-AC;03-ACS-L-A3-S1: Baze de date (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AC;2021-10-04;CS1;manual;student
03-ACS-L-A3-S2-SO-CA;03-ACS-L-A3-S2: Sisteme de operare (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CA;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-SO-CB;03-ACS-L-A3-S2: Sisteme de operare (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CB;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-SO-CC;03-ACS-L-A3-S2: Sisteme de operare (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CC;2022-02-28;CS2;manual;student
03-ACS-L-A3-S1-MS-AA;03-ACS-L-A3-S1: Modelare şi simulare (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AA;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-MS-AB;03-ACS-L-A3-S1: Modelare şi simulare (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AB;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-MS-AC;03-ACS-L-A3-S1: Modelare şi simulare (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AC;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-TSM-AA;03-ACS-L-A3-S1: Traductoare şi sisteme de măsurare (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AA;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-TSM-AB;03-ACS-L-A3-S1: Traductoare şi sisteme de măsurare (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AB;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-TSM-AC;03-ACS-L-A3-S1: Traductoare şi sisteme de măsurare (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Seria AC;2021-10-04;CS1;manual;student
03-ACS-L-A3-S2-PM-CA;03-ACS-L-A3-S2: Proiectarea cu microprocesoare (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CA;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-PM-CB;03-ACS-L-A3-S2: Proiectarea cu microprocesoare (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CB;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-PM-CC;03-ACS-L-A3-S2: Proiectarea cu microprocesoare (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CC;2022-02-28;CS2;manual;student
03-ACS-L-A3-S1-APD-CA;03-ACS-L-A3-S1: Algoritmi paraleli şi distribuiţi (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-APD-CB;03-ACS-L-A3-S1: Algoritmi paraleli şi distribuiţi (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-APD-CC;03-ACS-L-A3-S1: Algoritmi paraleli şi distribuiţi (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-LFA-CA;03-ACS-L-A3-S1: Limbaje formale si automate (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-LFA-CB;03-ACS-L-A3-S1: Limbaje formale si automate (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-LFA-CC;03-ACS-L-A3-S1: Limbaje formale si automate (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-RL-CA;03-ACS-L-A3-S1: Reţele locale (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-RL-CB;03-ACS-L-A3-S1: Reţele locale (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-RL-CC;03-ACS-L-A3-S1: Reţele locale (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-CN2-CA;03-ACS-L-A3-S1: Calculatoare numerice II (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-CN2-CB;03-ACS-L-A3-S1: Calculatoare numerice II (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-CN2-CC;03-ACS-L-A3-S1: Calculatoare numerice II (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-EGC-CA;03-ACS-L-A3-S1: Elemente de grafică pe calculator (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CA;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-EGC-CB;03-ACS-L-A3-S1: Elemente de grafică pe calculator (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CB;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-EGC-CC;03-ACS-L-A3-S1: Elemente de grafică pe calculator (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 1 / Seria CC;2021-10-04;CS1;manual;student
03-ACS-L-A3-S2-ASC-CA;03-ACS-L-A3-S2: Arhitectura sistemelor de calcul (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CA;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-ASC-CB;03-ACS-L-A3-S2: Arhitectura sistemelor de calcul (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CB;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-ASC-CC;03-ACS-L-A3-S2: Arhitectura sistemelor de calcul (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CC;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-BD1-CA;03-ACS-L-A3-S2: Baze de date I (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CA;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-BD1-CB;03-ACS-L-A3-S2: Baze de date I (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CB;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-BD1-CC;03-ACS-L-A3-S2: Baze de date I (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 3 / Semestrul 2 / Seria CC;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EFS2-AA;03-ACS-L-A1-S2: Educaţie fizică şi sport 2 (Seria AA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AA;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EFS2-AB;03-ACS-L-A1-S2: Educaţie fizică şi sport 2 (Seria AB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AB;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EFS2-AC;03-ACS-L-A1-S2: Educaţie fizică şi sport 2 (Seria AC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AC;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EFS2-CA;03-ACS-L-A1-S2: Educaţie fizică şi sport 2 (Seria CA - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria CA;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EFS2-CB;03-ACS-L-A1-S2: Educaţie fizică şi sport 2 (Seria CB - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria CB;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EFS2-CC;03-ACS-L-A1-S2: Educaţie fizică şi sport 2 (Seria CC - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria CC;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EFS2-CD;03-ACS-L-A1-S2: Educaţie fizică şi sport 2 (Seria CD - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria CD;2022-02-28;CS2;manual;student
